usatoday.com,,World and International News,['Helena Bachmann'],Raw: Total solar eclipse over parts of Asia People gazed at the sky in wonder as a total eclipse of the sun unfolded over Indonesia Wednesday morning. The rare astronomical event occurred along a narrow path that stretches across 12 provinces encompassing three times zones. (March 8),[]
usatoday.com,,403 Forbidden,[],"Forbidden

You don't have permission to access /press/2016/01/usa-today-names-michael-kuntz-senior-vice-president-of-digital-revenue/feed on this server.",[]
usatoday.com,2016-03-09 00:00:00,Solar eclipse redirects Alaska Airlines flight in most amazing way,"['Est March', 'P M', 'Rachel Kuipers']","A solar eclipse redirects an Alaska Airlines flight a year in advance to give passengers an amazing view. Mike Kentrianakis / American Astronomical Society

A total solar eclipse is seen in Ternate, Maluku Islands, Indonesia, on March 9. (Photo: Andre Adrian, EPA)

A solar eclipse Tuesday caused an Alaska Airlines flight to redirect briefly so passengers could enjoy the view at about 35,000 feet in the air.

The change of plans was established a year ago, when passenger Joseph Rao, associate astronomer at the American Museum of Natural Historys Hayden Planetarium, realized that the eclipse's path would intersect with his flight path  almost half an hour before his flight arrived, according to Alaska Airlines blog.

Rao called the airline, and officials decided to adjust the flight so passengers could experience the eclipse from the air.

The University of Arizonas Steward Observatory's Glenn Schneider organized the new plan for the flight and Rao presented them to airline officials, who moved the departure time to 25 minutes later.

The flight from Anchorage to Honolulu held about a dozen astronomers and ""eclipse chasers,"" along with about 150 other passengers.

Some of the astronomers and ""eclipse chasers"" on the flight travel the world to see eclipses, according to the blog. This one was visible over Southeast Asia and the Pacific Ocean.

Photos: Stunning images of solar eclipse

Read or Share this story: http://usat.ly/1pgX43q",[]
usatoday.com,2016-03-09 00:00:00,Maple Leafs to host Red Wings in NHL Centennial Classic,"['Est March', 'P M']","(Photo: The Associated Press)

NEW YORK (AP)  The NHL announced the Toronto Maple Leafs will play host to the Detroit Red Wings in the Centennial Classic on New Year's Day to celebrate the league's 100th anniversary.

The outdoor game will take place at BMO Field, home of Major League Soccer's Toronto FC and the Canadian Football League's Toronto Argonauts. It's a rematch of the 2014 Winter Classic, which was held at Michigan Stadium in Ann Arbor.

The Centennial Classic is expected to be part of a vast schedule of outdoor games for the 2016-17 season. The Winnipeg Jets will host the Edmonton Oilers in the Heritage Classic on Oct. 23 with other outdoor games expected to be announced soon.

Copyright 2016 The Associated Press. All rights reserved. This material may not be published, broadcast, rewritten or redistributed.",[]
usatoday.com,2016-03-09 00:00:00,Get ready to meet the world's next 'Most Interesting Man',"['Est March', 'Editors Usa Today', 'P M']","The 'Most Interesting Man in the World' is being put out to pasture. *cue the sad violins* (Photo: Handout)

College kids don't care what their grandpas are drinking

Which means it's time to say goodbye to the world's ""Most Interesting Man,"" a.k.a. the pitchman for Dos Equis beer. Sure, he's tan and suave and impressively bearded, but he's also 77 (well, he's played by 77-year-old Jonathan Goldsmith). The man who jaunts around the world on enviable adventures while often surrounded by beautiful women, certainly made life more interesting  and successful  for the previously under-the-radar Mexican beer brand. But times are changing. Young drinkers are changing. And Dos Equis wants ""to make sure that the (Most Interesting Man) story evolves."" So get ready to see a different (younger?) ""Most Interesting Man"" later this year. Now for the real question: Can we get an invite to the retirement party?

Dos Equis doesn't always retire their 'Most Interesting Man,' but when they do, they send him to Mars. Here's a look back at some of our favorite one-liners from the thirsty spokesman. USA TODAY

As if we needed another reason to think ISIL is the worst

An Islamic State operative captured in Iraq told U.S. military personnel that the terrorist group had plans to use mustard gas against American allies fighting them, a Defense Department official said Wednesday. Whoa. The weapons were going to be used against Kurdish forces and other U.S. allies, the official said; the timing of any such attack wasn't clear. The captive was a top chemical weapons official under Iraqi dictator Saddam Hussein, who was ousted during the U.S. invasion of Iraq in 2003 and later executed, a second official told USA TODAY.

Erin Andrews' career helped by naked videos? Jurors, amid tense debate, said nope

Erin Andrews, our hearts go out to you. The wrenching experience of secretly being filmed nude by a stalker and having those videos plastered all over the Internet, with wounds made fresh by an emotional civil trial ... just awful. It was no cakewalk for the jurors, either, we're learning. Debate in the deliberation room was intense, heated and, at times, everything but physical, reports The Tennessean, part of the USA TODAY NETWORK. The argument that her sports broadcasting career was helped by the peephole vids? Jurors didn't buy it. ""I think she persevered despite the video,"" said juror Terry Applegate . ""Because of her strength of character she was really able to succeed in her career."" Read the full accounting here.

The world has lost the 'fifth Beatle' (not the 'GoT' author  c'mon, people!)

The legendary Sir George Martin, who produced much of the Beatles music  including Abbey Road, has died at the age of 90. Martin signed the Fab Four to their first record contract in 1962 and is known for defining and shaping the Beatles' sound. The remaining Beatles, Ringo Starr and Paul McCartney, took to Twitter to share their memories. ""If anyone earned the title of the fifth Beatle it was George,"" McCartney wrote on his website. Note: Some fans have mistaken Sir George Martin for Game of Thrones author George R.R. Martin, who is very much still alive.

Other things we're reading Wednesday:

This is the best take on the Kim Kardashian nakedy-nakedness we've read so far. (Yeah, we're still talking about it.) ""Kim Kardashian vs. Donald Trump: Why America can't make up its mind about nudity.""

Lilly Wachowski, half of the notoriously private, movie-making sibling team behind the Matrix movies, has come out as a transgender woman  but not really by choice.

The robots are coming ... to show you to your room! This is pretty cool: Hilton is testing out a robot concierge named Connie. He's pretty cute.

Mitt Romney reads aloud ""Mean Tweets"" on Jimmy Kimmel, and it's as fantastical as you'd imagine.

Want the Short List delivered straight to your inbox? Sign up!

This is a compilation of stories from across USA TODAY.

Read or Share this story: http://usat.ly/1pgLOUK",[]
usatoday.com,2016-03-09 00:00:00,"From primaries to polls, Marco Rubio's week goes from bad to worse","['Est March', 'Ledyard King', 'P M']","Republican presidential candidate Sen. Marco Rubio, R-Fla., speaks at a campaign rally in Ponte Vedra Beach, Fla., Tuesday, March 8, 2016. (Photo: AP Photo, Gary McCullough)

WASHINGTON  Marco Rubios bad week got worse Wednesday with two new polls showing the Florida senator trailing Donald Trump by double digits in his home state ahead of next week's crucial GOP presidential primary.

Rubio also under-performed in four primaries held Tuesday, and CNN reported that some of his advisers have urged him to quit the race. But there's no indication Rubio plans to abandon his bid before home-state voters render their verdict next week.

You believed in me once,"" he told a rally near Jacksonville, Fla., Tuesday night, referring to his Senate win in 2010. I am asking you to believe again. We can win this election and we will.

The new polls cast Rubio as a decided underdog in Florida ahead of next Tuesday's primary.

A Quinnipiac University survey of 657 likely Republican primary voters shows Trump leading Rubio 45%-22%. And a CNN/ORC International poll of 1,014 adult Floridians shows Trump with a 40%-24% advantage. Both are well outside the margin of error.

The effort within the Republican Party to stop Donald Trump from winning the presidential nomination appears unlikely to stop him from taking Florida's delegate-rich winner-take-all primary, said Peter A. Brown, assistant director of the Quinnipiac University Poll.

Anti-Trump super PACs are blanketing the Sunshine State airwaves with ads aimed at taking down the front-runner.

Former Florida governor Jeb Bush reportedly plans to meet this week with Rubio and the other two Republican presidential candidates competing with Trump  Texas Sen. Ted Cruz and Ohio Gov. John Kasich. All three are are in town for Thursday nights GOP presidential debate in Miami.

Bush, still revered in parts of Florida, dropped out of the race last month after incessant attacks from Trump contributed to a poor showing on the campaign trail.

Republican presidential candidate Donald Trump holds up a copy of his book after a press conference at the Trump National Golf Club Jupiter on March 8, 2016 in Jupiter, Fla. (Photo: Photo by Joe Raedle, Getty Images)

His meetings with the remaining candidates suggests he may be ready to endorse one of Trumps rivals in an effort to prevent the brash billionaire from capturing Florida and its coveted 99 delegates.

Tuesday proved an abysmal night for Rubio, who failed to squeeze a single delegate out of nomination contests in Hawaii, Idaho, Michigan and Mississippi.

So far, Trump leads the delegate chase with 458, followed by Cruz with 359, Rubio with 151 and Kasich with 54. It takes 1,237 delegates to win the nomination.

Analysts generally agree that winning the Florida and Ohio primaries on Tuesday would give Trump an almost insurmountable path to the nomination.

If I win those two, I think its over, Trump told CNN Wednesday.

On Wednesday, Cruz repeated his calls for Rubio and Kasich to get out of the race so the anybody-but-Trump factions can coalesce behind him.

If you want to stop Donald Trump, the answer is ... to unify behind our campaign, he told reporters in Miami. If youre a Jeb supporter. If youre a Marco supporter. If youre a Kasich supporter, we welcome you to our team.

Read or Share this story: http://usat.ly/1p8UKux",[]
usatoday.com,2016-03-09 00:00:00,We imagine what Tina Fey's 'Mean Girls' musical will look like,[],,[]
usatoday.com,,"MLS Clubs, Posters and Prints at Art.com",[],"Popularity Popularity SortbyBestSeller Price - High SortbyPrice Price - Low SortbyPrice Narrow - Width SortbyWidth Wide - Width SortbyWidth Short - Height SortbyHeight Tall - Height SortbyHeight SortbyNewest 1 2345 View Per Page

16

|

32

|

48

Ship Time

Ship time indicates the typical number of business days it takes for your item(s) to leave our facilities but does not include transit time from our facilities to the final destination.

Orders that contain multiple items with different ship times will be shipped out based on the item with the longest ship time.

Please note: Ship time is determined based on the method of payment chosen.

This item cannot be framed

Add to Cart save to gallery save to gallery Frame It",[]
usatoday.com,2016-02-19 00:00:00-05:00,[CITY] Features Article by 10Best.com,['Shelley Seale'],"Tips for surviving the festival and having a great time doing it

Where to stay

In fact, most hotels sell out and many accommodations have been fully booked during festival dates for months.

Hotel Van Zandt.

Where to play

Some of the most fun areas to hang out around town remain so during SXSW. Rainey Street and South Congress (SoCo) are both very walkable streets with plenty of restaurants, bars and food trailers to choose from. SoCo also has tons of shops, from vintage and art to upscale boutiques, and artisan pop-up booths.

If you want to get outside of the mass of humanity that is Central Austin during the festival, head up to the Domain for a huge multi-use complex with tons of shopping, entertainment and eating options. There are also some SXSW events that happen up there, especially at the hip and music-centric Aloft Hotel or Lone Star Court.

Where to eat

How to get around",[]
usatoday.com,2016-03-08 00:00:00,Are stocks really best for the long run?,"['Est March', 'Matt Krantz', 'A M']","A trader works on the floor of the New York Stock Exchange (NYSE) at the close of the trading day in New York, New York. (Photo: ANDREW GOMBERT, EPA)

Q: Are stocks really best for the long run?

A: Given the lousy start to the year and poor performance lately, it's easy to get frustrated with stocks. Some investors might think only traders and speculators make money in the market. But, the opposite is often the case.

Stock prices are unpredictable in the short term. Traders armed with computers and lots of cash to slosh around can swing stocks around. Arcane developments in the market that have little to do with companies' profit or growth can create knee-jerk moves in stocks. For instance, some stocks can be swept up in short-term movements when investors betting a stock would fall realize they are wrong and must buy the stock to close their position.

But investors have learned, academic research has proved and index funds are testament to the idea wealth for most investors is built over years, not seconds or even months. Even with the lousy start to the year, the Standard & Poor's 500 is up more than 11% a year on average over the past five years, says IFA.com. The S&P 500 has gained a more modest average 6% a year over the past 10 years, but that's still 60% better than five-year global bonds during that period. Return on cash has been even lower.

Success in the markets requires diversification but also patience. Don't let a recently bad market sour you on the entire reason to be invested.

USA TODAY markets reporter Matt Krantz answers a different reader question every weekday. To submit a question, e-mail Matt at mkrantz@usatoday.com or on Twitter @mattkrantz.

Read or Share this story: http://usat.ly/1p4DhTZ",[]
